frame,timestamp,ear_right_top_x,ear_right_top_y,ear_right_top_likelihood,ear_right_inner_x,ear_right_inner_y,ear_right_inner_likelihood,ear_right_base_x,ear_right_base_y,ear_right_base_likelihood,ear_left_top_x,ear_left_top_y,ear_left_top_likelihood,ear_left_inner_x,ear_left_inner_y,ear_left_inner_likelihood,ear_left_base_x,ear_left_base_y,ear_left_base_likelihood,forehead_left_x,forehead_left_y,forehead_left_likelihood,forehead_center_x,forehead_center_y,forehead_center_likelihood,forehead_right_x,forehead_right_y,forehead_right_likelihood,glabella_x,glabella_y,glabella_likelihood,eye_right_top_x,eye_right_top_y,eye_right_top_likelihood,eye_right_inner_x,eye_right_inner_y,eye_right_inner_likelihood,eye_right_bottom_x,eye_right_bottom_y,eye_right_bottom_likelihood,eye_right_outer_x,eye_right_outer_y,eye_right_outer_likelihood,eye_right_center_x,eye_right_center_y,eye_right_center_likelihood,eye_right_lower_x,eye_right_lower_y,eye_right_lower_likelihood,eye_right_upper_x,eye_right_upper_y,eye_right_upper_likelihood,eye_right_outerlower_x,eye_right_outerlower_y,eye_right_outerlower_likelihood,eye_left_top_x,eye_left_top_y,eye_left_top_likelihood,eye_left_inner_x,eye_left_inner_y,eye_left_inner_likelihood,eye_left_bottom_x,eye_left_bottom_y,eye_left_bottom_likelihood,eye_left_outer_x,eye_left_outer_y,eye_left_outer_likelihood,eye_left_center_x,eye_left_center_y,eye_left_center_likelihood,eye_left_lower_x,eye_left_lower_y,eye_left_lower_likelihood,eye_left_upper_x,eye_left_upper_y,eye_left_upper_likelihood,eye_left_outerlower_x,eye_left_outerlower_y,eye_left_outerlower_likelihood,nose_bridge_x,nose_bridge_y,nose_bridge_likelihood,nose_tip_x,nose_tip_y,nose_tip_likelihood,nose_left_x,nose_left_y,nose_left_likelihood,nose_right_x,nose_right_y,nose_right_likelihood,philtrum_x,philtrum_y,philtrum_likelihood,mouth_outer_left_x,mouth_outer_left_y,mouth_outer_left_likelihood,mouth_outer_right_x,mouth_outer_right_y,mouth_outer_right_likelihood,mouth_outer_upper_x,mouth_outer_upper_y,mouth_outer_upper_likelihood,mouth_outer_lower_x,mouth_outer_lower_y,mouth_outer_lower_likelihood,mouth_inner_left_x,mouth_inner_left_y,mouth_inner_left_likelihood,mouth_inner_right_x,mouth_inner_right_y,mouth_inner_right_likelihood,mouth_inner_upper_x,mouth_inner_upper_y,mouth_inner_upper_likelihood,mouth_inner_lower_x,mouth_inner_lower_y,mouth_inner_lower_likelihood,chin_tip_x,chin_tip_y,chin_tip_likelihood,cheek_right_upper_x,cheek_right_upper_y,cheek_right_upper_likelihood,cheek_right_lower_x,cheek_right_lower_y,cheek_right_lower_likelihood,cheek_left_upper_x,cheek_left_upper_y,cheek_left_upper_likelihood,cheek_left_lower_x,cheek_left_lower_y,cheek_left_lower_likelihood,contour_right1_x,contour_right1_y,contour_right1_likelihood,contour_right2_x,contour_right2_y,contour_right2_likelihood,contour_right3_x,contour_right3_y,contour_right3_likelihood,contour_left1_x,contour_left1_y,contour_left1_likelihood,contour_left2_x,contour_left2_y,contour_left2_likelihood,contour_left3_x,contour_left3_y,contour_left3_likelihood,ribbon_center_x,ribbon_center_y,ribbon_center_likelihood,ribbon_right_top_x,ribbon_right_top_y,ribbon_right_top_likelihood,ribbon_right_bottom_x,ribbon_right_bottom_y,ribbon_right_bottom_likelihood,ribbon_left_top_x,ribbon_left_top_y,ribbon_left_top_likelihood,ribbon_left_bottom_x,ribbon_left_bottom_y,ribbon_left_bottom_likelihood,head_top_x,head_top_y,head_top_likelihood
180,7.200000,226.935517,115.076044,0.490015,225.678468,436.421326,0.262868,77.375360,135.425475,0.499547,53.238040,266.451796,0.505066,472.945265,520.568649,0.698320,704.934951,88.274422,0.647499,126.468531,611.858621,0.474731,433.233233,691.632710,0.366134,417.694219,173.697794,0.492357,155.985236,229.884260,0.973525,182.635205,17.421123,0.641088,512.818575,13.526095,0.535868,201.522857,310.273044,0.682143,626.206318,241.059124,0.927482,316.581369,553.698863,0.062202,572.858891,616.451181,0.294809,129.812227,585.887513,0.055246,12.424865,686.076108,0.549807,568.259667,109.639897,0.596426,282.798377,121.334161,0.532711,150.196745,5.235503,0.909650,80.587016,353.997807,0.984117,30.060196,447.482106,0.044011,396.599517,204.931020,0.267187,322.248288,511.502467,0.568970,428.354474,209.091618,0.760476,27.230602,650.771835,0.930274,12.972230,161.842549,0.344477,239.752706,344.058290,0.876460,634.628220,715.008408,0.127587,1.785516,632.335031,0.803748,413.694457,85.781201,0.378930,65.699407,496.732600,0.580789,597.230076,485.774751,0.207015,565.712056,630.338024,0.255217,82.728991,477.379728,0.706830,34.623114,275.299710,0.549764,620.798613,231.707365,0.672231,364.601069,462.149631,0.044243,240.149081,230.060530,0.017538,336.555239,159.175519,0.604823,148.857090,670.122565,0.133513,347.957683,146.816250,0.272758,680.583055,649.186183,0.168399,298.100661,232.162799,0.154923,65.308843,158.178011,0.496833,414.348867,141.086560,0.122493,165.034650,289.959355,0.439849,303.009497,154.603033,0.535591,230.265740,56.721977,0.649502,423.685860,610.757926,0.100386,401.474652,706.879721,0.061102,277.858236,533.053230,0.913735,408.431260,69.773223,0.424538,149.861512,527.041203,0.140005,228.128626,426.550344,0.980581
181,7.240000,388.393599,136.484207,0.561968,566.743188,143.862579,0.222856,89.887185,572.644665,0.608573,619.676369,667.413730,0.079706,79.991064,466.639457,0.383689,195.007170,280.339349,0.418624,650.957384,120.817966,0.001019,311.335476,22.908901,0.573650,425.887368,391.107467,0.123416,422.470808,144.514227,0.220498,496.063320,694.125005,0.839406,507.199872,623.024196,0.878164,328.786817,384.054597,0.679046,641.905119,68.930738,0.385556,26.268275,178.874831,0.899400,672.458953,348.473458,0.438653,634.046729,145.585134,0.287677,332.777132,145.422332,0.042218,266.410203,508.347458,0.291024,31.578177,695.256048,0.939102,445.223174,706.217189,0.856868,17.877127,489.851511,0.589522,146.595345,614.812458,0.220101,238.410539,295.968986,0.777503,30.149927,519.355891,0.020746,92.722830,587.082517,0.090159,233.301262,111.768059,0.658762,38.225791,101.676603,0.952078,351.622404,458.096952,0.040888,427.134805,680.807681,0.578030,310.807766,19.732295,0.266388,228.633713,187.211181,0.295394,372.888493,103.373082,0.066631,134.077980,74.136245,0.921784,378.140381,571.857292,0.436013,299.739836,227.236621,0.431708,367.774207,174.158148,0.572035,135.904075,351.203041,0.850411,351.290145,340.516280,0.646080,593.046978,550.451300,0.576885,554.746444,113.607035,0.578843,38.958970,509.961855,0.128686,282.037066,494.139351,0.100808,92.137542,704.535214,0.671953,364.664163,297.608467,0.576574,302.003734,64.119808,0.080796,147.359841,582.973671,0.072271,218.338057,163.705726,0.594176,486.505698,259.183560,0.683514,352.676258,680.635562,0.503156,363.832660,21.363373,0.731299,138.563884,407.547154,0.704988,459.777854,51.265682,0.683344,678.731914,327.976314,0.065709,632.835587,310.491314,0.051973,659.779818,11.571136,0.468320
182,7.280000,230.934377,164.494613,0.207180,147.231088,147.969852,0.925003,614.546139,313.859836,0.560064,435.385425,74.269729,0.397085,679.995407,49.866379,0.665136,75.518442,699.407724,0.569807,80.554602,166.839181,0.748413,503.293975,130.100206,0.198095,25.158727,144.722399,0.504680,425.039094,15.606383,0.597833,412.028930,62.903230,0.199256,568.931334,146.342255,0.569752,697.669936,243.811282,0.166077,488.058049,42.477015,0.302225,678.410299,155.857910,0.570945,275.225711,539.136190,0.458225,657.118683,166.248863,0.777204,187.248943,511.614669,0.050388,212.267577,563.351537,0.616436,22.160182,144.015858,0.058159,669.141109,553.106461,0.194213,284.096785,210.851428,0.558493,101.131880,622.818612,0.765838,34.512798,701.601435,0.879389,5.773473,628.514964,0.862956,202.691501,313.720201,0.967809,237.941212,586.050024,0.755195,320.495366,175.902080,0.360062,219.954951,679.612870,0.405253,638.321356,524.466379,0.618560,486.500850,714.757222,0.205699,498.111025,484.895785,0.097220,166.798335,312.558620,0.232046,389.001354,293.253191,0.215632,114.042823,627.217959,0.391386,484.651366,558.941092,0.730709,531.899713,681.710427,0.549051,658.713482,54.953555,0.320048,458.324727,696.294556,0.858023,243.571168,346.431762,0.156234,598.528715,559.147859,0.435802,311.884111,92.552947,0.934397,140.575195,411.944743,0.241724,87.219491,524.580762,0.474657,716.349879,422.466626,0.919819,486.558485,123.162756,0.083456,560.612015,674.543076,0.725896,357.420693,136.174262,0.460565,208.989802,527.130273,0.338940,66.791543,146.682807,0.308141,263.000593,536.853583,0.323095,644.411250,689.252833,0.579874,75.129357,363.830846,0.585091,688.299671,405.466123,0.606463,7.135278,679.326351,0.296172,437.535733,544.868447,0.529956
183,7.320000,19.597300,314.031210,0.541753,411.705396,474.880186,0.903123,601.621085,224.853713,0.539576,714.981144,267.598338,0.869562,305.219121,553.239035,0.996361,708.110903,661.553137,0.061314,135.729908,657.816854,0.062185,185.509394,110.337146,0.959009,583.013629,165.715124,0.197288,701.524660,11.281708,0.540502,177.273916,425.721015,0.706659,232.572349,59.197103,0.661472,222.375240,561.938036,0.620051,41.797080,363.585328,0.875715,597.039794,344.937168,0.736361,507.753054,485.295500,0.926357,88.536612,498.727949,0.273742,101.193568,296.260067,0.118386,357.672595,310.134648,0.820290,336.343485,582.545222,0.162048,34.474361,522.403293,0.507652,303.177410,513.333655,0.948544,531.589844,474.697727,0.495014,87.443201,57.046212,0.047035,229.566176,253.506224,0.425324,553.930826,383.009967,0.137037,85.767824,466.071014,0.014952,529.852642,268.346974,0.999560,415.531635,622.914556,0.799935,260.280084,523.220531,0.938510,207.691644,185.754024,0.194320,646.385855,97.693022,0.405118,329.965170,356.102047,0.896255,211.072284,608.606790,0.555670,632.172388,244.001670,0.231776,182.089811,138.712930,0.036137,178.591788,453.984264,0.571480,57.649190,309.584005,0.919662,144.635017,106.529258,0.135333,601.411473,356.684826,0.234598,604.252254,465.518085,0.968290,249.447236,272.932211,0.019418,103.343131,27.200464,0.285867,383.753177,78.838576,0.320590,343.898198,99.613386,0.426293,470.026572,585.936997,0.167446,574.180987,494.253838,0.921451,102.672959,185.871641,0.280903,29.321679,42.851008,0.839888,510.514090,677.777507,0.273608,685.394849,53.741166,0.824743,562.616511,307.085516,0.959299,312.181650,544.711456,0.782893,158.564585,350.817370,0.986578,97.208151,253.934562,0.311913,50.541130,149.244347,0.756211
184,7.360000,318.598377,662.793134,0.011747,382.434545,495.039667,0.743781,174.644853,207.449412,0.763815,329.198560,679.415953,0.973846,397.543475,56.824975,0.707405,216.630173,164.336617,0.859921,128.783381,35.255739,0.604645,103.578042,41.487922,0.011137,344.392715,197.674145,0.747465,67.454753,506.884647,0.330450,257.054205,56.230001,0.381982,467.507633,143.115158,0.666541,457.829756,123.085307,0.316602,480.980824,196.248031,0.980177,513.334885,16.799191,0.548515,82.381855,467.360621,0.261260,7.398486,148.440502,0.181715,548.686664,40.035810,0.060008,663.754304,136.514180,0.954184,344.460971,244.613058,0.910193,45.416102,439.315970,0.778039,283.023334,430.304445,0.992142,615.992008,668.417125,0.909149,312.710141,579.991265,0.965066,383.422628,669.263889,0.008877,201.708647,443.826416,0.361394,209.785454,646.045396,0.045260,251.331370,233.416403,0.299285,335.620321,346.461063,0.662200,478.970041,187.964832,0.464649,106.970094,311.767284,0.686802,508.294385,642.167872,0.040638,312.197641,708.947627,0.534059,352.795757,361.388330,0.449431,62.842637,227.638546,0.574921,478.441131,432.080173,0.571113,709.732360,575.359195,0.984110,180.800292,463.420764,0.123959,525.797927,526.948266,0.562034,443.404418,545.502569,0.797368,63.849432,400.869310,0.366737,426.056679,57.364764,0.594261,457.268183,255.461436,0.460099,456.918928,251.044018,0.193183,617.883547,133.070275,0.731989,204.519863,124.723963,0.245631,229.273047,274.488985,0.160082,623.126963,467.839916,0.545568,75.115487,182.300885,0.906398,418.877734,54.466852,0.048065,622.726075,349.208002,0.330125,682.584044,531.751278,0.329275,238.390320,626.045027,0.898080,458.692155,519.143814,0.695348,453.851991,206.375262,0.998508,678.297371,493.174554,0.683226
185,7.400000,695.384315,292.277416,0.335630,679.796360,421.400001,0.824733,283.657883,166.573076,0.334849,653.573905,331.924053,0.114308,168.560674,435.808023,0.021136,150.468498,111.353480,0.937400,6.176027,126.542721,0.769275,360.127633,395.945808,0.974179,381.044556,375.389129,0.577235,367.302583,495.501663,0.791231,269.314900,461.720636,0.291939,529.419377,147.214097,0.474005,706.646596,105.205001,0.649492,539.254621,478.108431,0.862112,335.610241,456.405880,0.594412,390.708376,500.971383,0.433451,509.040873,113.326397,0.081192,269.573675,363.459710,0.796928,127.035952,583.712051,0.980374,197.450737,273.913343,0.953313,165.806532,435.935735,0.630025,172.997942,229.478678,0.184240,551.266710,476.811906,0.910957,322.606234,164.895792,0.504101,706.139307,470.361781,0.614869,72.413515,293.849647,0.021980,513.034740,642.290696,0.393102,422.716895,679.740292,0.534145,240.433661,208.393305,0.030002,576.956269,684.137971,0.976914,399.451293,508.163616,0.067266,714.500594,580.493034,0.037719,74.222570,105.360508,0.467988,628.601300,267.997339,0.850407,113.690830,70.554855,0.958228,470.039688,154.274618,0.484069,38.278360,335.429375,0.860608,678.409024,528.926713,0.461003,212.041121,79.783814,0.545641,220.881824,256.609056,0.141644,268.259126,103.233409,0.638043,52.237474,713.466391,0.094824,608.846266,175.390084,0.203383,321.714680,224.307217,0.947515,380.544639,222.678082,0.075958,297.029433,707.858471,0.952363,616.945233,559.950192,0.180192,543.641402,597.160087,0.236385,627.787871,86.145507,0.118306,467.519144,197.222387,0.406701,109.458237,550.517937,0.944239,101.254283,458.275628,0.698906,320.037266,356.171206,0.755634,637.921442,111.545285,0.315503,581.351293,306.531179,0.504200,615.143582,505.626200,0.403183
186,7.440000,443.772129,60.660745,0.718270,173.470346,262.208889,0.017325,573.691196,291.705837,0.880737,345.166945,544.210367,0.699397,340.672320,686.257656,0.073293,401.397294,37.045596,0.757378,225.365229,420.917497,0.344879,118.114856,132.185903,0.995538,465.873451,129.144015,0.388210,377.149007,93.581201,0.929515,616.448684,441.126163,0.694380,213.992063,346.013480,0.642325,344.790344,710.094138,0.974135,438.262405,352.329282,0.711562,226.104508,348.169259,0.726503,457.692503,441.871621,0.783908,327.205991,333.264536,0.615789,654.749228,269.786974,0.006572,120.655645,629.311676,0.208963,11.339506,275.638699,0.764864,658.642738,288.315755,0.635393,140.186450,329.575946,0.418374,652.417599,553.269035,0.062966,270.536069,688.137123,0.500392,585.145837,713.354982,0.990082,131.458642,258.859248,0.476890,582.177014,208.151932,0.604899,62.661353,234.244332,0.970477,654.680131,137.744675,0.673154,5.135509,101.532153,0.681286,498.340108,363.424094,0.522917,177.093633,84.076550,0.072114,619.461062,459.211095,0.990224,85.851218,221.430292,0.286306,320.848746,161.016358,0.917760,332.733414,238.478533,0.498172,160.672908,618.613228,0.403710,600.023049,208.861201,0.318323,351.082967,430.592639,0.156177,53.239128,448.871268,0.964073,357.619119,575.417846,0.408808,33.319508,161.203476,0.279980,638.336655,586.175128,0.156701,273.479826,640.942323,0.356526,128.835693,699.149440,0.742767,502.278063,118.438792,0.336886,119.826542,144.196007,0.219555,92.368411,44.323784,0.803287,258.410241,171.581109,0.703699,194.626622,263.319729,0.569395,680.435414,49.278463,0.361062,15.723624,498.872989,0.253387,408.355297,191.320985,0.176315,383.266774,689.959390,0.716640,708.854528,507.248727,0.280602,616.958063,553.814042,0.016294
187,7.480000,294.775450,216.758776,0.681022,299.664712,181.792908,0.703142,562.325632,574.543677,0.238717,18.721235,527.718594,0.471705,112.722962,250.351247,0.083098,366.107185,602.702084,0.421970,537.696780,256.590081,0.930498,99.436905,709.127147,0.325258,688.235567,170.417728,0.166462,142.008902,613.495480,0.458670,255.810007,244.246696,0.241269,629.312418,347.686037,0.384994,99.019511,62.217887,0.033933,416.288972,198.855633,0.227871,669.531530,658.085539,0.697716,389.875530,32.443037,0.580940,364.579883,55.656724,0.308185,596.020092,140.627991,0.749115,617.208125,718.086815,0.741687,280.836917,17.570159,0.334694,191.390702,673.815276,0.422369,67.572574,504.480394,0.851100,146.270107,352.942049,0.256984,688.026766,572.841075,0.953571,92.796765,82.380526,0.839380,673.224823,43.448633,0.353643,631.080955,52.968311,0.681075,626.818576,678.220102,0.825116,643.769348,521.521985,0.178089,460.574639,617.135265,0.956990,684.822143,3.384834,0.624665,119.590703,196.606488,0.232882,653.097328,366.221849,0.230120,431.315206,523.780135,0.828907,714.099799,110.754902,0.090586,397.725047,322.106956,0.056104,228.480218,340.430994,0.299589,575.139468,259.916956,0.764334,249.024796,384.986501,0.525525,518.680450,599.579820,0.194548,541.669747,115.166598,0.644927,145.144023,569.219643,0.975903,289.177464,301.352912,0.466881,536.560089,17.728984,0.676190,332.792784,25.397692,0.354278,180.477026,660.088641,0.546952,425.278870,576.452493,0.333933,430.582584,674.280413,0.175146,420.433812,110.369976,0.419675,208.746608,638.361366,0.901633,240.446828,594.965587,0.538227,637.836863,252.386824,0.023615,365.217390,469.819181,0.058512,588.521435,455.290466,0.394743,409.778523,716.452360,0.240590,171.937302,56.784073,0.186144
188,7.520000,646.079486,585.800150,0.241900,224.803086,258.145413,0.966586,277.356792,283.809624,0.620189,108.434488,563.623384,0.202560,336.456481,62.081139,0.567259,269.599560,678.347507,0.821650,79.966392,89.034554,0.965507,673.227997,104.094527,0.530632,313.706219,174.088850,0.265528,41.469105,601.740696,0.804455,706.709265,269.281276,0.137668,245.694487,366.639593,0.495871,559.845449,379.211232,0.336448,138.949912,129.401397,0.452040,22.338442,329.834376,0.662067,284.727907,645.087647,0.239729,602.821778,417.201830,0.375107,348.560827,459.273556,0.159270,500.968315,417.488637,0.703881,537.803408,255.425199,0.018307,240.554337,348.799406,0.226094,691.055600,453.616711,0.140218,578.237570,535.329648,0.215396,223.638564,273.457077,0.693948,320.510445,256.178588,0.356707,56.023610,368.683867,0.683474,531.899213,452.079413,0.915305,122.360322,19.970519,0.150270,630.985520,669.508058,0.509551,334.695431,185.974472,0.646514,632.213267,668.899523,0.643440,680.456122,476.321769,0.384758,236.803565,155.461023,0.434074,477.512704,640.570051,0.251243,397.623280,68.322951,0.098182,525.080408,690.679330,0.133874,406.135695,584.843114,0.077991,261.603600,405.373714,0.193816,236.956935,538.002999,0.243438,29.492565,93.367609,0.931842,114.274186,494.392042,0.089877,481.368919,614.287886,0.992426,42.233680,322.114242,0.585721,540.039196,301.775862,0.063518,75.691979,249.482044,0.662756,97.341563,480.068922,0.660110,70.623356,516.862131,0.419863,596.381646,143.962402,0.773105,631.603159,339.453379,0.632414,444.910238,542.667138,0.456827,437.270224,134.703424,0.745062,692.164153,165.676188,0.054272,608.905507,167.914759,0.077471,592.640266,84.504493,0.197901,322.271927,120.961341,0.164222,56.874098,564.377272,0.157713
189,7.560000,345.841638,245.207299,0.994944,283.346023,691.552832,0.512285,600.451470,626.906280,0.187855,420.043573,637.215278,0.736288,537.843577,355.422021,0.407211,59.390725,632.000377,0.276325,431.896183,255.692804,0.844611,498.496583,501.739187,0.742091,443.852728,643.044034,0.378517,447.270700,478.248125,0.595137,522.799080,547.083575,0.229882,403.009483,702.642613,0.813944,107.784286,25.326599,0.553574,13.162265,21.508923,0.601285,445.097593,256.391592,0.538152,596.744621,254.812609,0.740778,293.931210,324.482681,0.612701,106.554462,334.436548,0.964515,417.466833,562.035140,0.898014,311.664008,570.570431,0.369263,526.400484,236.236854,0.330617,434.808951,201.256457,0.670946,717.844605,590.264762,0.729341,121.994724,525.574930,0.327238,2.132961,537.042476,0.747975,395.102886,120.301619,0.811264,152.317868,185.489589,0.148697,42.857793,103.766225,0.946671,573.886336,531.232940,0.572605,553.086632,553.214822,0.277686,119.489464,286.940361,0.472304,42.696574,654.419652,0.263187,586.281295,176.000218,0.208007,248.995313,455.005987,0.820995,279.978552,479.928916,0.252636,164.760644,305.211735,0.933541,29.751296,401.734545,0.973406,437.695674,656.509714,0.784383,345.119200,255.341071,0.638705,641.183359,32.435291,0.757495,251.743305,2.960202,0.040850,33.982460,474.526407,0.521599,239.281412,263.416726,0.211462,308.385160,179.791349,0.730798,197.125484,402.382629,0.799226,326.168999,267.486023,0.071801,468.879210,24.147065,0.846461,604.054202,348.611384,0.530893,525.158959,615.498770,0.430100,682.397846,392.451323,0.855718,28.075631,164.431076,0.541179,30.023730,364.354666,0.567988,372.530297,82.430966,0.798835,447.980946,534.928442,0.410772,587.148892,202.850615,0.925872,317.684244,187.062558,0.821672
190,7.600000,398.116471,206.484155,0.155872,685.969767,512.912248,0.937246,527.148358,425.705735,0.507916,719.941496,188.375162,0.371849,615.151748,343.500403,0.156662,354.285223,419.422320,0.699448,70.506915,564.037580,0.267575,204.946380,513.802352,0.181678,643.904207,471.117021,0.282072,641.727917,246.008634,0.042817,690.267924,176.471851,0.879541,420.951895,684.489108,0.833571,444.095364,198.972367,0.977461,470.074336,107.962058,0.208907,247.383696,358.774414,0.303141,111.750550,535.837905,0.046230,128.385934,331.945444,0.275857,631.971760,392.168344,0.976032,549.530728,60.941158,0.027421,336.679774,102.610683,0.480124,237.413570,289.623197,0.436071,33.393903,691.911076,0.983657,354.035108,169.715150,0.156950,639.696510,710.681123,0.281298,252.981795,16.872989,0.990467,314.612629,364.095034,0.238875,605.642760,79.115211,0.366182,252.459585,289.704569,0.382742,435.355266,170.521683,0.509908,174.310795,454.037207,0.436403,492.201334,387.078712,0.186876,48.171264,99.712099,0.294034,343.726325,553.654781,0.444883,110.760108,4.554220,0.317883,265.809298,121.372097,0.998345,615.617134,217.983100,0.460321,336.052237,11.945417,0.546730,489.550032,2.336345,0.463354,618.347198,324.282106,0.757828,449.962539,685.792852,0.017179,90.889535,502.280310,0.246608,707.925000,109.807361,0.494114,357.270240,519.292229,0.599224,488.838584,425.999973,0.524201,46.808410,497.275860,0.411502,237.148491,4.002971,0.296507,469.988134,486.501565,0.038273,122.767096,597.893319,0.172728,515.107644,406.556729,0.290156,712.396612,392.168230,0.851849,484.710197,58.749487,0.385549,230.093199,345.020836,0.255046,158.863763,146.572128,0.611435,628.439511,79.870287,0.188870,416.409132,459.792302,0.234759,121.797361,263.596669,0.249926
191,7.640000,232.191431,341.335193,0.304438,689.885681,259.754005,0.262320,625.640324,450.552030,0.033566,130.112195,332.976516,0.746699,697.132259,227.367175,0.453698,341.168099,205.857384,0.289464,239.162931,525.843581,0.763750,612.816314,483.130555,0.438544,1.518715,600.504295,0.418391,385.188904,312.885889,0.841475,598.496840,231.255802,0.946356,705.015037,245.882553,0.244217,602.787605,498.015115,0.825179,274.827292,209.604042,0.520823,533.928543,186.270699,0.534518,380.121103,470.980945,0.205662,389.258938,103.440048,0.271305,116.780966,683.381834,0.899397,390.664157,72.569783,0.568825,52.988922,644.735389,0.234485,426.922141,71.619821,0.070489,427.631241,561.282083,0.593548,510.811870,631.455365,0.597662,162.523882,324.138396,0.444007,462.020631,43.673407,0.350267,438.963238,327.247343,0.888507,472.791698,359.578915,0.571574,639.621822,116.288650,0.360135,192.717544,314.933990,0.038414,636.106623,240.543269,0.862274,85.966897,263.512879,0.062366,23.072856,152.156407,0.684307,186.016529,420.081951,0.237147,315.312276,611.326874,0.462787,250.515628,200.895079,0.170800,253.288697,155.407314,0.898716,294.302618,665.920138,0.510700,609.037911,338.255631,0.114641,285.339081,96.902559,0.708563,480.668557,332.626669,0.814883,367.959480,340.527150,0.518729,74.375956,241.148076,0.178995,347.746367,607.478331,0.772621,598.961070,10.202870,0.576604,273.051028,469.622428,0.995947,442.123393,701.136215,0.983106,71.451901,114.296872,0.918914,417.517457,280.482838,0.018287,600.875679,389.709053,0.749446,596.335673,379.424515,0.642709,411.283572,274.180985,0.943573,10.375198,330.949846,0.963613,235.395792,516.941591,0.085920,428.881264,467.433594,0.339146,498.229295,563.226269,0.420263,578.566370,245.139394,0.087371
192,7.680000,618.525949,243.867255,0.322414,50.387590,346.505748,0.756223,276.037934,706.351391,0.839619,273.420546,122.662243,0.267370,218.249432,343.365391,0.839653,504.023336,110.620242,0.678356,559.470616,277.764540,0.926795,178.585405,122.902359,0.585268,555.523724,3.995975,0.658263,279.600050,297.674792,0.965903,580.245270,370.973703,0.466326,652.894323,543.101446,0.040546,128.397292,685.768078,0.498343,60.914654,609.732504,0.747784,624.024164,533.182476,0.684618,242.707136,200.950164,0.044287,505.329846,164.450409,0.281319,209.099413,112.124656,0.844685,459.370276,543.908579,0.939023,300.753061,343.863933,0.757842,111.167076,484.613555,0.358737,263.871365,430.705090,0.102304,487.946327,647.469380,0.511710,717.273217,55.611169,0.670847,55.928921,259.657417,0.952840,12.790816,209.315802,0.693943,51.271997,588.978135,0.663755,264.619203,496.765776,0.828719,248.758089,574.492919,0.574603,279.460817,592.660590,0.602841,160.241466,17.871272,0.803253,667.634336,400.225668,0.586142,289.020034,690.488335,0.539276,517.584862,470.086492,0.544863,189.613827,252.806983,0.526351,499.223592,356.062605,0.794545,675.583612,136.965000,0.575944,335.931088,442.930631,0.523532,533.570355,567.016607,0.386181,120.670605,565.932863,0.379776,492.781675,49.083018,0.984146,209.161939,473.662144,0.542530,159.176307,610.542732,0.419186,178.109855,90.628944,0.889944,603.451282,708.629197,0.245932,717.453485,443.129427,0.845013,602.690528,591.547382,0.198684,462.490427,179.453356,0.093278,683.279489,227.298204,0.979835,189.833620,545.656680,0.804792,408.911508,675.672476,0.697921,239.102049,94.535995,0.564322,374.623150,399.702829,0.372103,538.823792,326.451403,0.886767,203.038102,305.475102,0.468921,149.479051,613.435902,0.120012
193,7.720000,681.801221,80.560314,0.227019,355.007950,162.469638,0.576168,160.701531,635.972522,0.194552,330.898104,660.028524,0.880926,426.570175,105.631595,0.431558,296.764704,287.545074,0.465393,5.228929,509.289942,0.293926,387.783896,120.677777,0.770379,502.491872,31.311167,0.287447,597.765777,363.015242,0.182913,553.255626,393.438269,0.379686,440.725907,314.428433,0.118911,103.576926,458.123167,0.156550,557.599365,9.620340,0.147202,357.035097,311.618860,0.636577,180.921904,113.141612,0.361500,10.026548,378.286820,0.664371,615.538123,446.532152,0.477276,362.848277,636.090263,0.762975,624.732569,252.024806,0.446669,576.266181,714.147538,0.309071,22.654797,290.225754,0.288329,422.120207,615.583941,0.828344,103.064878,616.785553,0.456055,198.005692,684.779208,0.418601,568.060397,125.234723,0.604000,487.893289,294.123980,0.771914,542.724345,391.832028,0.050695,446.321773,194.985565,0.192675,552.425247,388.397334,0.975082,142.471569,303.344200,0.950111,127.904901,125.579823,0.170285,614.205937,182.693643,0.291615,615.650113,192.552599,0.533726,381.278368,308.329037,0.269117,259.463791,488.539611,0.172626,205.850584,630.664544,0.429999,592.418282,624.866691,0.908429,70.252759,307.645667,0.850064,454.837135,636.067003,0.744080,182.786143,332.786472,0.920513,528.359915,595.379186,0.179258,117.079366,536.639231,0.994403,345.087349,295.949538,0.699299,604.610240,474.715364,0.628668,228.125971,659.655410,0.138624,70.511256,95.538115,0.078717,187.650404,652.424731,0.152789,27.678850,255.244505,0.896128,521.489363,688.484122,0.088263,655.627865,626.403136,0.366289,255.434514,18.412182,0.513855,361.097551,491.006831,0.194561,135.579818,568.965210,0.912894,500.360932,338.946390,0.835900,443.338339,517.881009,0.479305
